Country,CountryCode,Area (km2),Economic Status (World Bank),World Region,EnergyUse_2004 (kg oil equiv per capita),Year,Population,Births,Deaths,GDP ($US),MilitaryExpenditure_2005 (%GDP),Life Expectancy (male),Life Expectancy (female),Infant Deaths (male),Infant Deaths (female)
Thailand,THA,511770,Lower middle income,East Asia and Pacific,1524.029212,2005,64185502,898597,448015,1.76E+11,1.145243954,69.7,74.4,9880,8236
Togo,TGO,54385,Low income,Sub-Saharan Africa,448.8693102,2005,5399991,200718,54054,2109204736,1.575856347,55,59.1,7111,5374
Tonga,TON,718,Lower middle income,East Asia and Pacific,,2005,112422,2831,601,214513632,,67,72.1,21,15
Trinidad and Tobago,TTO,5128,High income: nonOECD,Latin America and Caribbean,8675.124317,2005,1075066,13675,11138,16207378432,,65.6,67.9,193,160
Tunisia,TUN,155360,Lower middle income,Middle East and North Africa,876.2232693,2005,10074951,156162,51282,28683345920,1.490499206,73.2,76.7,2240,1628
Turkey,TUR,770760,Upper middle income,Europe and Central Asia,1151.163567,2005,69660559,1172387,415177,3.63E+11,3.225682441,69.9,74.9,26868,21247
Turkmenistan,TKM,488100,Lower middle income,Europe and Central Asia,3264.786113,2005,4932743,127955,31224,8102340096,,64.6,71,4044,3248
Uganda,UGA,199710,Low income,Sub-Saharan Africa,,2005,28199390,1354699,380974,8724477952,,49.4,50.9,50512,44073
Ukraine,UKR,603700,Lower middle income,Europe and Central Asia,2958.052911,2005,46959420,431087,773891,86136979456,2.355862001,62,73.3,2719,1579
United Arab Emirates,ARE,83600,High income: nonOECD,Middle East and North Africa,10141.89815,2005,4086602,66039,9031,1.30E+11,1.92702949,72.8,77.9,568,381
United Kingdom,GBR,241590,High income: OECD,Europe and Central Asia,3905.602639,2005,60441457,651559,615294,2.20E+12,2.592997526,75.9,81,1927,1435
United States,USA,9161923,High income: OECD,North America,7920.46381,2005,295734134,4181681,2439807,1.24E+13,4.083991401,74.9,80.7,15348,11833
Uruguay,URY,173620,Upper middle income,Latin America and Caribbean,867.1206506,2005,3424889,50825,31646,16613783552,1.384048371,72.3,78.9,369,279
Uzbekistan,UZB,425400,Low income,Europe and Central Asia,2087.580969,2005,26851195,704038,213467,14604862464,,60.8,67.7,26976,23081
Vanuatu,VUT,12200,Lower middle income,East Asia and Pacific,,2005,205754,4745,1625,367977536,,61,64,140,122
Venezuela,VEN,882050,Upper middle income,Latin America and Caribbean,2149.423968,2005,25269177,550363,127609,1.45E+11,1.107245447,69.9,76.1,7677,5273
Vietnam,VNM,325360,Low income,East Asia and Pacific,612.1779751,2005,83535576,1425952,517921,52917358592,,67.8,73.6,19437,17566
Virgin Islands (U.S.),VIR,346,High income: nonOECD,Latin America and Caribbean,,2005,108708,1544,681, ,,75.1,83,7,5
Yemen,YEM,527970,Low income,Middle East and North Africa,313.3400107,2005,20745098,893076,176956,16745824256,5.042132976,59.9,63.7,30113,24570
Zambia,ZMB,740724,Low income,Sub-Saharan Africa,604.8496344,2005,11115381,459065,248318,7270074880,,37.5,37.4,46040,0
Zimbabwe,ZWE,386670,Low income,Sub-Saharan Africa,718.9848407,2005,12160782,343177,266564,3418093568,,40.2,38,9601,8361
Afghanistan,AFG,647500,Low income,South Asia,,2006,31056997,1447256,631699,8399038976,,43.2,43.5,122446,109448
Albania,ALB,27398,Lower middle income,Europe and Central Asia,760.0298227,2006,3581655,54119,18696,9136081920,1.4132621,74.8,80.3,600,523
Algeria,DZA,2381740,Lower middle income,Middle East and North Africa,1016.609065,2006,32930091,564422,151808,1.15E+11,2.815593944,71.7,74.9,9719,7140
American Samoa,ASM,199,Upper middle income,East Asia and Pacific,,2006,57794,1298,189, ,,72.5,79.8,7,5
Andorra,ADO,468,High income: nonOECD,Europe and Central Asia,,2006,71201,620,445, ,,80.6,86.6,2,1
Angola,AGO,1246700,Lower middle income,Sub-Saharan Africa,612.5222716,2006,11992807,539077,302339,44033101824,5.042401356,36.5,38.2,55074,45518
Antigua and Barbuda,ATG,443,High income: nonOECD,Latin America and Caribbean,,2006,69108,1170,371,961851840,,69.8,74.7,14,8
Argentina,ARG,2736690,Upper middle income,Latin America and Caribbean,1660.476009,2006,39921833,667892,301410,2.14E+11,0.969284549,72.4,80,5676,4162
Armenia,ARM,28400,Lower middle income,Europe and Central Asia,703.5483755,2006,2976372,35925,24496,6405722112,2.718621804,68.2,76,533,274
Aruba,ABW,193,High income: nonOECD,Latin America and Caribbean,,2006,98496,1265,744, ,,71.6,77.7,13,6
Australia,AUS,7617930,High income: OECD,East Asia and Pacific,5762.29345,2006,20264082,246006,152183,7.68E+11,1.778029926,77.6,83.5,634,505
Austria,AUT,82444,High income: OECD,Europe and Central Asia,4059.843175,2006,8192880,71606,79963,3.22E+11,0.73543392,76.2,82.1,207,122
Azerbaijan,AZE,86100,Lower middle income,Europe and Central Asia,1558.798073,2006,8066157,140190,67514,20121612288,2.012377705,61.5,70.3,4955,3491
The Bahamas,BHS,10070,High income: nonOECD,Latin America and Caribbean,,2006,303770,5337,2749, ,0.650755194,62.2,69,82,50
Bahrain,BHR,665,High income: nonOECD,Middle East and North Africa,10469.11235,2006,698585,12435,2892, ,,72,77,124,85
Bangladesh,BGD,133910,Low income,South Asia,163.6969911,2006,147365352,4391487,1218711,61960962048,1.137690936,62.5,62.5,135960,131174
Barbados,BRB,431,High income: nonOECD,Latin America and Caribbean,,2006,279912,3558,2427, ,,70.8,74.8,24,18
Belarus,BLR,207600,Lower middle income,Europe and Central Asia,2725.439794,2006,9765736,91407,137209,36945293312,1.244738826,64,75.9,366,249
Belgium,BEL,30278,High income: OECD,Europe and Central Asia,5536.256815,2006,10379067,107735,106593,3.92E+11,1.239520631,75.6,82.1,287,211
Belize,BLZ,22806,Upper middle income,Latin America and Caribbean,,2006,287730,8298,1646,1216999936,,66.4,70.3,120,87
Benin,BEN,110620,Low income,Sub-Saharan Africa,302.6705448,2006,7862944,305475,96085,4774809088,,51.9,54.2,13064,11240
Bermuda,BMU,53,High income: nonOECD,North America,,2006,65773,750,509, ,,75.8,80.1,3,3
Bhutan,BTN,47000,Lower middle income,South Asia,,2006,2279723,76713,28952,927154176,,55,54.5,3762,3787
Bolivia,BOL,1084390,Lower middle income,Latin America and Caribbean,552.5557925,2006,8989046,209445,67688,11163071488,1.872527226,63.2,68.6,5942,4901
Bosnia and Herzegovina,BIH,51129,Lower middle income,Europe and Central Asia,1203.229382,2006,4498976,39456,37207,11295702016,1.755904409,74.4,81.9,230,157
Botswana,BWA,585370,Upper middle income,Sub-Saharan Africa,1054.803426,2006,1787600,41758,23435,10327742464,2.453672834,52,50.4,956,881
Brazil,BRA,8456510,Upper middle income,Latin America and Caribbean,1113.828357,2006,188078227,3114575,1160443,1.07E+12,1.417634742,68,76.1,51562,37515
Brunei,BRN,5270,High income: nonOECD,East Asia and Pacific,7369.690473,2006,367819,6889,1195, ,,72.9,77.3,57,36
Bulgaria,BGR,110550,Upper middle income,Europe and Central Asia,2434.262948,2006,7385367,71269,105389,31483000832,2.35060963,68.7,76.1,863,552
Burkina Faso,BFA,273800,Low income,Sub-Saharan Africa,,2006,13902972,634254,216886,6205320192,1.336649433,47.3,50.4,31950,25989
Burma (Myanmar),MMR,657740,Low income,East Asia and Pacific,282.8574506,2006,46986207,831656,442610,6371539968,,59.9,64.4,25365,18131
Burundi,BDI,25650,Low income,Sub-Saharan Africa,,2006,8090068,341563,108892,806617216,0.006017581,50.1,51.6,12224,9339
Cambodia,KHM,176520,Low income,East Asia and Pacific,,2006,13757662,348757,114326,7192591360,1.782630309,58.9,63,12099,8955
Cameroon,CMR,469440,Lower middle income,Sub-Saharan Africa,433.290314,2006,17657856,628796,228846,18322925568,1.322008267,51.7,53,23019,19211
Canada,CAN,9093507,High income: OECD,North America,8410.641158,2006,33098932,356806,258172,1.25E+12,1.139443837,76.9,83.7,938,735
Cape Verde,CPV,4033,Lower middle income,Sub-Saharan Africa,,2006,420979,10470,2757,1143991552,,67.4,74.2,274,213
Cayman Islands,CYM,262,High income: nonOECD,Latin America and Caribbean,,2006,45436,579,222, ,,77.5,82.7,3,2
Central African Republic,CAF,622984,Low income,Sub-Saharan Africa,,2006,4303356,145927,80258,1485972224,1.1244808,43.5,43.6,6760,5736
Chad,TCD,1259200,Low income,Sub-Saharan Africa,,2006,9648955,415677,163936,6541444608,0.837520952,46,48.1,23410,19737
Chile,CHL,748800,Upper middle income,Latin America and Caribbean,1732.344361,2006,16134219,245724,93740,1.46E+11,3.666722173,73.5,80.2,1172,936
China,CHN,9326410,Lower middle income,East Asia and Pacific,1241.629999,2006,1313973713,17410152,9158397,2.67E+12,1.974242495,70.9,74.5,188731,213792
Colombia,COL,1038700,Lower middle income,Latin America and Caribbean,624.6313097,2006,43741811,895395,242767,1.36E+11,3.711013865,68.2,76,11170,7436
Comoros,COM,2170,Low income,Sub-Saharan Africa,,2006,691370,25532,5642,403176288,,60,64.7,1049,809
Congo (Dem. Rep.),ZAR,2267600,Low income,Sub-Saharan Africa,296.4752585,2006,63604989,2761093,673577,8543323136,2.109062981,54.6,59.1,102576,82500
Congo (Rep.),COG,341500,Lower middle income,Sub-Saharan Africa,273.7611407,2006,3702314,157608,47871,7385168896,,51.6,54,7265,6177
Costa Rica,CRI,50660,Upper middle income,Latin America and Caribbean,869.9665674,2006,4075261,74659,17768,22145079296,,74.4,79.7,405,319
Cote d'Ivoire,CIV,318000,Low income,Sub-Saharan Africa,387.5918027,2006,17654843,619862,261998,17483988992,,46.2,51.5,33265,21971
Croatia,HRV,56414,Upper middle income,Europe and Central Asia,1985.212195,2006,4494749,43195,51600,42653421568,1.577248181,71,78.5,148,142
Cuba,CUB,110860,Lower middle income,Latin America and Caribbean,950.290285,2006,11361547,132589,80781, ,,74.7,79.2,469,345
Cyprus,CYP,9240,High income: nonOECD,Europe and Central Asia,3534.739119,2006,784301,9851,6023, ,,75.4,80.3,44,25
Czech Republic,CZE,77276,High income: OECD,Europe and Central Asia,4460.403983,2006,10235455,92324,108393,1.42E+11,1.777419484,72.9,79.7,201,158
Denmark,DNK,42394,High income: OECD,Europe and Central Asia,3716.412182,2006,5450661,60666,56469,2.75E+11,1.373307284,75.5,80.2,142,132
Djibouti,DJI,22980,Lower middle income,Middle East and North Africa,,2006,486530,19233,9395,757040512,,41.9,44.5,1074,896
Dominica,DMA,754,Upper middle income,Latin America and Caribbean,,2006,72247,1141,619,299814816,,72,78,12,5
Dominican Republic,DOM,48380,Lower middle income,Latin America and Caribbean,821.0510805,2006,9226157,213955,49452,30581080064,0.602979438,71,74.5,3392,2815
Ecuador,ECU,276840,Lower middle income,Latin America and Caribbean,773.1604579,2006,13547510,301974,57306,40800083968,2.414431487,73.5,79.4,4240,2666
Egypt,EGY,995450,Lower middle income,Middle East and North Africa,783.0294511,2006,78950320,1809541,405805,1.07E+11,2.804085392,68.8,73.9,30082,25435
El Salvador,SLV,20720,Lower middle income,Latin America and Caribbean,663.5179999,2006,6829916,181607,38726,18306152448,0.624484501,67.9,75.3,2466,1820
Equatorial Guinea,GNQ,28051,Upper middle income,Sub-Saharan Africa,,2006,540109,19222,8134,8562842112,,48,51.1,930,785
Eritrea,ERI,121320,Low income,Sub-Saharan Africa,,2006,4786994,164338,45955,1084988800,,57.4,60.7,4347,3262
Estonia,EST,43211,High income: nonOECD,Europe and Central Asia,3835.43787,2006,1324333,13296,17547,16409797632,1.484147549,66.6,77.8,61,42
Ethiopia,ETH,1119683,Low income,Sub-Saharan Africa,302.7265124,2006,74777981,2840068,1111201,13315402752,3.048844388,47.9,50.2,149293,116594
Faroe Islands,FRO,1399,High income: nonOECD,Europe and Central Asia,,2006,47246,664,411, ,,75.9,82.8,2,2
Fiji,FJI,18270,Lower middle income,East Asia and Pacific,,2006,905949,20429,5119,2821605888,,67.3,72.5,142,109
Finland,FIN,304473,High income: OECD,Europe and Central Asia,7285.76069,2006,5231372,54668,51581,2.09E+11,1.214911211,75,82.2,108,86
France,FRA,640053,High income: OECD,Europe and Central Asia,4546.659083,2006,63328504,829603,530060,2.23E+12,2.485462717,77.4,84,1593,1236
French Polynesia,PYF,3660,High income: nonOECD,East Asia and Pacific,,2006,274867,4582,1251, ,,73.7,78.6,22,15
Gabon,GAB,257667,Upper middle income,Sub-Saharan Africa,1242.722951,2006,1424906,51525,17455,9545985024,1.334529284,53.2,55.8,1665,1144
Gambia,GMB,10000,Low income,Sub-Saharan Africa,,2006,1641564,64628,20109,510689088,0.343702573,52.3,56,2557,2069
Georgia,GEO,69700,Lower middle income,Europe and Central Asia,625.9433141,2006,4661473,48526,43025,7550170112,3.14087863,72.8,79.9,521,351
Germany,DEU,349223,High income: OECD,Europe and Central Asia,4217.787406,2006,82422299,679984,875325,2.91E+12,1.354231499,75.8,82,1592,1210
Ghana,GHA,230940,Low income,Sub-Saharan Africa,385.6088417,2006,22478658,684925,218493,12905970688,0.746560785,58,59.5,20607,16961
Greece,GRC,130800,High income: OECD,Europe and Central Asia,2754.717834,2006,10688058,103460,109446,2.45E+11,4.483997785,76.7,81.9,318,244
Greenland,GRL,410449,High income: nonOECD,Europe and Central Asia,,2006,56361,898,442, ,,66.4,73.6,8,6
Grenada,GRD,344,Upper middle income,Latin America and Caribbean,,2006,89703,1981,617,519259264,,63.1,66.7,13,15
Guam,GUM,541,High income: nonOECD,East Asia and Pacific,,2006,171019,3213,766, ,,75.5,81.8,12,10
Guatemala,GTM,108430,Lower middle income,Latin America and Caribbean,615.6264188,2006,12454747,368910,66757,35290267648,0.414328041,67.7,71.2,6292,5067
Guinea,GIN,245857,Low income,Sub-Saharan Africa,,2006,9690222,404664,150005,3317202944,,48.3,50.7,19575,16845
Guinea-Bissau,GNB,28000,Low income,Sub-Saharan Africa,,2006,1442747,53699,23834,304461728,,45.1,48.7,3156,2504
Guyana,GUY,196850,Lower middle income,Latin America and Caribbean,,2006,767245,14025,6353,896156288,,63.2,68.7,257,194
Haiti,HTI,27560,Low income,Latin America and Caribbean,262.2832728,2006,8497543,306081,91009,4960738304,,54.8,58,10920,9095
Honduras,HND,111890,Lower middle income,Latin America and Caribbean,547.5058124,2006,7326496,206900,38684,9234891776,0.637029614,67.8,71,3068,2274
Hong Kong,HKG,1042,High income: nonOECD,East Asia and Pacific,2487.577369,2006,6940432,50596,43655,1.90E+11,,78.9,84.5,82,67
Hungary,HUN,92340,Upper middle income,Europe and Central Asia,2607.574071,2006,9981334,97019,130855,1.13E+11,1.312566908,68.5,77.1,455,359
Iceland,ISL,100250,High income: OECD,Europe and Central Asia,11975.50881,2006,299388,4084,2012,15853986816,0,78.2,82.5,7,6
India,IND,2973190,Low income,South Asia,530.5545572,2006,1111713910,25747294,7537420,9.06E+11,2.872983219,65.7,70.4,572907,381545
Indonesia,IDN,1826440,Lower middle income,East Asia and Pacific,799.8713242,2006,231820243,4647996,1451195,3.64E+11,0.921233921,67.4,72.4,92178,62507
Iran,IRN,1636000,Lower middle income,Middle East and North Africa,2166.451867,2006,65025373,1059263,364792,2.23E+11,4.464694043,68.8,71.7,21423,20248
Iraq,IRQ,432162,Lower middle income,Middle East and North Africa,1083.488176,2006,26783383,856533,143827, ,,67.8,70.3,23771,17891
Ireland,IRL,68890,High income: OECD,Europe and Central Asia,3737.541324,2006,4062235,58699,31767,2.23E+11,0.568766648,75.1,80.5,177,135
Isle of Man,IMY,572,High income: nonOECD,Europe and Central Asia,,2006,75441,834,844, ,,75.1,82,3,2
Israel,ISR,20330,High income: nonOECD,Middle East and North Africa,3048.871904,2006,6352117,114148,39256, ,7.92497824,77.3,81.7,444,342
Italy,ITA,294020,High income: OECD,Europe and Central Asia,3170.761474,2006,58133509,506924,604588,1.84E+12,1.771540085,76.9,82.9,1683,1272
Jamaica,JAM,10831,Lower middle income,Latin America and Caribbean,1540.878123,2006,2758124,57424,17983,10533296128,0.714497526,71.5,75,491,427
Japan,JPN,374744,High income: OECD,East Asia and Pacific,4173.360049,2006,127515169,1059651,1110657,4.34E+12,0.974068909,78.6,85.5,1632,1335
Jordan,JOR,91971,Lower middle income,Middle East and North Africa,1232.325142,2006,5906760,125519,15653,14176305152,7.667088507,75.9,81,1295,809
Kazakhstan,KAZ,2669800,Upper middle income,Europe and Central Asia,3651.46636,2006,15233244,243732,143497,77236895744,1.064093351,61.6,72.5,4118,2780
Kenya,KEN,569250,Low income,Sub-Saharan Africa,505.5676836,2006,35890645,1426653,412742,21185941504,1.422740544,54.3,54.2,44312,39846
Kiribati,KIR,811,Lower middle income,East Asia and Pacific,,2006,105432,3231,871,70707832,,59.1,65.2,87,66
North Korea,PRK,120410,Low income,East Asia and Pacific,910.1681504,2006,23113019,359176,164796, ,,68.9,74.5,4590,3775
South Korea,KOR,98190,High income: OECD,East Asia and Pacific,4430.85308,2006,48846823,488468,285754,8.88E+11,2.569103821,73.6,80.8,1660,1349
Kuwait,KWT,17820,High income: nonOECD,Middle East and North Africa,10211.69119,2006,2418393,53060,5828, ,5.740206947,76.1,78.3,289,226
Kyrgyz Republic,KGZ,191300,Low income,Europe and Central Asia,545.868463,2006,5213898,118877,36914,2694657024,,64.5,72.7,2419,1681
Laos,LAO,230800,Low income,East Asia and Pacific,,2006,6368481,226017,73556,3403669760,,53.5,57.6,10709,8120
Latvia,LVA,63589,Upper middle income,Europe and Central Asia,1988.074025,2006,2274735,21019,31073,20115527680,1.692554602,66.1,76.8,122,75
Lebanon,LBN,10230,Upper middle income,Middle East and North Africa,1361.197571,2006,3878010,71743,23772,22722191360,,70.4,75.5,987,751
Lesotho,LSO,30355,Lower middle income,Sub-Saharan Africa,,2006,2121887,53174,48146,1476101632,2.345892373,40.4,39,2302,2020
Liberia,LBR,96320,Low income,Sub-Saharan Africa,,2006,3043979,136340,70225,631000000,,38,41.3,11869,9366
Libya,LBY,1759540,Upper middle income,Middle East and North Africa,3169.430475,2006,5900754,156311,20535,50319732736,,74.5,79,2076,1630
Liechtenstein,LIE,160,High income: nonOECD,Europe and Central Asia,,2006,33987,347,244, ,,76.1,83.3,1,1
Lithuania,LTU,65200,Upper middle income,Europe and Central Asia,2665.921866,2006,3585906,31377,39373,29790797824,1.797750379,69.2,79.5,131,82
Luxembourg,LUX,2586,High income: OECD,Europe and Central Asia,10480.99142,2006,474413,5664,3990,41382133760,0.931985169,75.6,82.4,14,13
Macau,MAC,28,High income: nonOECD,East Asia and Pacific,,2006,453125,3843,2025,14285010944,,79.4,85.2,9,8
Macedonia,MKD,24856,Lower middle income,Europe and Central Asia,1327.75767,2006,2050554,24648,17983,6217132544,2.204231884,71.5,76.6,127,115
Madagascar,MDG,581540,Low income,Sub-Saharan Africa,,2006,18872164,732429,164377,5499229696,,59.9,63.7,23667,19173
Malawi,MWI,94080,Low income,Sub-Saharan Africa,,2006,13283755,563231,248938,2231531264,,42.8,41.9,27595,25185
Malaysia,MYS,328550,Upper middle income,East Asia and Pacific,2279.018461,2006,24385858,557461,123149,1.49E+11,1.897871517,69.8,75.4,5722,3844
Maldives,MDV,300,Lower middle income,South Asia,,2006,359008,12497,2535,915207040,,63.1,65.8,345,341
Mali,MLI,1220000,Low income,Sub-Saharan Africa,,2006,11680646,582397,197169,5929424896,1.858214058,47.2,51,34593,28015
Malta,MLT,316,High income: nonOECD,Middle East and North Africa,2262.646399,2006,400214,4090,3242, ,0.732759056,76.8,81.3,9,7
Marshall Islands,MHL,181,Lower middle income,East Asia and Pacific,,2006,60451,1997,285,154500000,,68.3,72.4,32,24
Mauritania,MRT,1030400,Low income,Sub-Saharan Africa,,2006,3177388,130241,38637,2662577920,0.973023031,50.9,55.4,4780,4269
Mauritius,MUS,2030,Upper middle income,Sub-Saharan Africa,,2006,1240827,19146,8512,6448455168,0.199426554,68.7,76.7,166,113
Mayotte,MYT,374,Upper middle income,Sub-Saharan Africa,,2006,201213,8240,1553, ,,59.6,64,281,223
Mexico,MEX,1923040,Upper middle income,Latin America and Caribbean,1621.512914,2006,107449525,2223131,509311,8.39E+11,0.390117136,72.6,78.3,25264,19777
Micronesia,FSM,702,Lower middle income,East Asia and Pacific,,2006,108004,2666,513,244700000,,68.2,72,44,34
Moldova,MDA,33371,Lower middle income,Europe and Central Asia,862.1282645,2006,4334010,46244,47024,3265583872,0.306221181,66.2,73.8,374,286
Monaco,MCO,2,High income: nonOECD,Europe and Central Asia,,2006,32543,299,420, ,,75.8,83.7,1,1
Mongolia,MNG,1564116,Low income,East Asia and Pacific,,2006,2908403,61135,18236,2689424896,,64.3,69.1,1487,1209
Montenegro,MNE,13812,Upper middle income,Europe and Central Asia,,2006,691871,7735,5729,2346679296,,73.9,79.9,46,38
Morocco,MAR,446300,Lower middle income,Middle East and North Africa,383.7972928,2006,33241259,730643,185486,57306730496,4.284340751,68.6,73.4,16447,12954
Mozambique,MOZ,784090,Low income,Sub-Saharan Africa,441.2600546,2006,20530023,800055,425177,7608191488,1.317419961,41.2,40.4,45460,44202
Namibia,NAM,825418,Lower middle income,Sub-Saharan Africa,665.4220901,2006,2044147,49714,38553, ,3.019146278,44.5,42.3,1310,1081
Nepal,NPL,143181,Low income,South Asia,340.5264965,2006,28287147,876336,263353,8051662848,1.969962486,60.4,59.9,28942,28300
Netherlands,NLD,33883,High income: OECD,Europe and Central Asia,5045.347545,2006,16491461,179757,143146,6.58E+11,1.585309276,76.4,81.7,509,383
Netherlands Antilles,ANT,960,High income: nonOECD,Latin America and Caribbean,9498.534859,2006,221894,3277,1409, ,,73.8,78.4,17,15
New Caledonia,NCL,18575,High income: nonOECD,East Asia and Pacific,,2006,219246,3971,1248, ,,71.3,77.4,17,13
New Zealand,NZL,268021,High income: OECD,East Asia and Pacific,4344.314768,2006,4076140,56088,30693,1.04E+11,1.006914923,75.8,81.9,189,134
Nicaragua,NIC,120254,Lower middle income,Latin America and Caribbean,643.392981,2006,5570129,136524,24787,5369218560,0.687667478,68.5,72.8,2202,1636
Niger,NER,1266700,Low income,Sub-Saharan Africa,,2006,12525094,635398,261900,3544143104,,43.8,43.7,33708,41428
Nigeria,NGA,910768,Low income,Sub-Saharan Africa,717.3059493,2006,131859731,5331089,2233704,1.15E+11,0.878368411,46.5,47.7,282119,235743
Northern Mariana Islands,MNP,477,Upper middle income,East Asia and Pacific,,2006,82459,1602,189, ,,73.5,78.8,6,5
Norway,NOR,307442,High income: OECD,Europe and Central Asia,6023.802524,2006,4610820,52840,43342,3.11E+11,1.646461036,76.9,82.3,109,85
Oman,OMN,212460,Upper middle income,Middle East and North Africa,4667.218924,2006,3102229,112425,11819, ,,71.1,75.7,1248,876
Pakistan,PAK,778720,Low income,South Asia,489.0857705,2006,161744479,4543402,1323070,1.29E+11,3.341719415,62.4,64.4,165040,156587
Palau,PLW,458,Upper middle income,East Asia and Pacific,,2006,20579,371,140,157250848,,67.3,73.8,3,2
Panama,PAN,75990,Upper middle income,Latin America and Caribbean,801.1705152,2006,3191319,69379,17105,17097100288,,72.7,77.9,629,507
Papua New Guinea,PNG,452860,Low income,East Asia and Pacific,,2006,5670544,166487,41111,5653884928,0.533933118,63.1,67.6,4604,3714
Paraguay,PRY,397300,Lower middle income,Latin America and Caribbean,694.3571531,2006,6509008,189347,29811,9110214656,0.753255582,72.6,77.8,3085,2101
Peru,PER,1280000,Lower middle income,Latin America and Caribbean,478.8408959,2006,28302603,579637,176325,93269041152,1.249968989,68,71.7,9920,8014
Philippines,PHL,298170,Lower middle income,East Asia and Pacific,542.3868432,2006,89468677,2226875,484026,1.17E+11,0.815543553,67.3,73.2,29172,21623
Poland,POL,304465,Upper middle income,Europe and Central Asia,2402.742639,2006,38536869,379588,381130,3.39E+11,1.788377144,71,79.2,1554,1187
Portugal,PRT,91951,High income: OECD,Europe and Central Asia,2528.003209,2006,10605870,113695,111362,1.93E+11,2.146607082,74.4,81.2,320,246
Puerto Rico,PRI,8870,High income: nonOECD,Latin America and Caribbean,,2006,3928447,50716,30131, ,,74.5,82.6,229,173
Qatar,QAT,11437,High income: nonOECD,Middle East and North Africa,23246.44501,2006,885359,13776,4179, ,,71.4,76.6,151,98
Romania,ROM,230340,Upper middle income,Europe and Central Asia,1778.427781,2006,22303552,238648,262513,1.22E+11,2.107639009,68.1,75.3,3523,2563
Russia,RUS,16995800,Upper middle income,Europe and Central Asia,4459.742085,2006,142069494,1531509,2271691,9.87E+11,3.740991038,59.1,72.9,10099,7161
Rwanda,RWA,24948,Low income,Sub-Saharan Africa,,2006,9638170,388418,148139,2493538304,2.171725518,47.2,49.3,18259,15599
Samoa,WSM,2934,Lower middle income,East Asia and Pacific,,2006,211554,5985,1250,422494912,,68.2,74,97,63
San Marino,SMR,61,High income: nonOECD,Europe and Central Asia,,2006,29251,293,239, ,,78.2,85.5,1,1
Sao Tome and Principe,STP,1001,Low income,Sub-Saharan Africa,,2006,193413,7785,1251,122642736,,65.7,69,174,152
Saudi Arabia,SAU,2149690,High income: nonOECD,Middle East and North Africa,6232.450109,2006,27019731,792759,69711, ,8.197012629,73.7,77.8,5966,4189
Senegal,SEN,192000,Low income,Sub-Saharan Africa,241.6143528,2006,12191150,466677,136419,8936158208,1.506590207,55,57.7,15521,13128
Serbia,SRB,88361,Upper middle income,Europe and Central Asia,,2006,10140311,123306,108501,31807612928,,72.3,77.6,916,639
Seychelles,SYC,455,Upper middle income,Sub-Saharan Africa,,2006,81541,1307,513,27816792064,1.736285802,66.7,77.6,13,7
Sierra Leone,SLE,71620,Low income,Sub-Saharan Africa,,2006,6005250,274800,138301,1443003904,1.116185961,38,42.5,24766,19309
Singapore,SGP,683,High income: nonOECD,East Asia and Pacific,6034.007028,2006,4492150,41957,19226,1.32E+11,4.68474885,79.1,84.5,54,42
Slovakia,SVK,48800,Upper middle income,Europe and Central Asia,3406.627418,2006,5439448,57930,51403,55048548352,1.736758967,70.8,78.9,252,169
Slovenia,SVN,20151,High income: nonOECD,Europe and Central Asia,3590.886492,2006,2010347,18053,20727,37303447552,1.665939881,72.6,80.3,46,33
Solomon Islands,SLB,27540,Low income,East Asia and Pacific,,2006,552438,16579,2166,334846624,,70.4,75.5,200,142
Somalia,SOM,627337,Low income,Sub-Saharan Africa,,2006,8863338,400002,147397, ,,46.7,50.3,25187,20769
South Africa,ZAF,1219912,Upper middle income,Sub-Saharan Africa,2828.641912,2006,44187637,804215,972128,2.55E+11,1.409596374,43.2,42.2,26328,22456
Spain,ESP,499542,High income: OECD,Europe and Central Asia,3330.932395,2006,40397842,406402,392667,1.22E+12,1.031711007,76.3,83.2,999,777
Sri Lanka,LKA,64740,Lower middle income,South Asia,484.9964032,2006,20717932,359249,123272,26966583296,2.654091428,72.7,76.7,3977,3176
St. Kitts and Nevis,KNA,261,Upper middle income,Latin America and Caribbean,,2006,39129,705,326,486666656,,69.6,75.4,6,4
St. Lucia,LCA,606,Upper middle income,Latin America and Caribbean,,2006,168458,3315,856,906000000,,70.3,77.7,25,19
St. Vincent and the Grenadines,VCT,389,Upper middle income,Latin America and Caribbean,,2006,117848,1907,705,465925920,,72,75.8,15,12
Sudan,SDN,2376000,Low income,Sub-Saharan Africa,496.5235469,2006,38574264,1362829,586715,37564616704,,47.1,48.8,67306,64643
Suriname,SUR,161470,Lower middle income,Latin America and Caribbean,,2006,465610,8209,2561,1597385088,,70.3,75.8,104,67
Swaziland,SWZ,17203,Lower middle income,Sub-Saharan Africa,,2006,1136334,31147,33795,2647997184,,32.1,33.2,1204,1034
Sweden,SWE,410934,High income: OECD,Europe and Central Asia,5998.335853,2006,9016596,92600,92961,3.85E+11,1.556828724,78.3,82.9,140,116
Switzerland,CHE,39770,High income: OECD,Europe and Central Asia,3671.791364,2006,7523934,73057,63878,3.80E+11,0.964936213,77.7,83.5,181,136
Syria,SYR,184050,Lower middle income,Middle East and North Africa,992.511524,2006,18881361,524147,90819,34902269952,,69,71.7,7757,7239
